person,categoria,genero,agno_nacimiento
Luisa Mayol,Cultura & Ciencia,femenino,1981
Alia Trabucco,Cultura & Ciencia,femenino,1983
María José Urzúa,Cultura & Ciencia,femenino,1983
Bárbara Muñoz,Cultura & Ciencia,femenino,1985
Karen Bejarano,Cultura & Ciencia,femenino,1985
Juanita Ringeling,Cultura & Ciencia,femenino,1986
Gabriela Pulgar,Cultura & Ciencia,femenino,1989
Andrea Díaz,Cultura & Ciencia,femenino,1991
Camila Recabarren,Cultura & Ciencia,femenino,1991
Camila Silva (cantante),Cultura & Ciencia,femenino,1994
Paula Luchsinger,Cultura & Ciencia,femenino,1994
Belén Soto,Cultura & Ciencia,femenino,1997
Trinidad de la Noi,Cultura & Ciencia,femenino,1998
Gertrudis Echeñique,Cultura & Ciencia,femenino,1849
Griselda Hinojosa,Cultura & Ciencia,femenino,1875
Lola Hoffmann,Cultura & Ciencia,femenino,1904
Wanda Quilhot,Cultura & Ciencia,femenino,1929
Glenda Kapstein Lomboy,Cultura & Ciencia,femenino,1939
María Angélica Cristi,Cultura & Ciencia,femenino,1941
Marcela Contreras,Cultura & Ciencia,femenino,1942
Íngrid Olderöck,Cultura & Ciencia,femenino,1943
Marta Mauras,Cultura & Ciencia,femenino,1947
María Eliana Ramírez,Cultura & Ciencia,femenino,1948
Rosa Devés,Cultura & Ciencia,femenino,1950
Josefa Errázuriz,Cultura & Ciencia,femenino,1952
María Soledad Barría,Cultura & Ciencia,femenino,1953
Gloria Hutt,Cultura & Ciencia,femenino,1955
Jeannette Vega,Cultura & Ciencia,femenino,1957
Laura Rodríguez,Cultura & Ciencia,femenino,1957
Marcela Hernando,Cultura & Ciencia,femenino,1960
Cecilia Puga,Cultura & Ciencia,femenino,1961
Jacqueline van Rysselberghe,Cultura & Ciencia,femenino,1965
Camila Merino,Cultura & Ciencia,femenino,1967
Verónica Vilches,Cultura & Ciencia,femenino,1970
Natalia Riffo,Cultura & Ciencia,femenino,1971
María Emilia Undurraga,Cultura & Ciencia,femenino,1975
Karla Rubilar,Cultura & Ciencia,femenino,1977
Cristina Dorador,Cultura & Ciencia,femenino,1980
Julieta Brodsky,Cultura & Ciencia,femenino,1983
Allison Göhler,Cultura & Ciencia,femenino,1984
Rosario Ortiz,Cultura & Ciencia,femenino,1827
Lenka Franulic,Cultura & Ciencia,femenino,1908
Silvia Pinto,Cultura & Ciencia,femenino,1937
Diana Arón,Cultura & Ciencia,femenino,1950
Patricia Maldonado,Cultura & Ciencia,femenino,1950
Tati Penna,Cultura & Ciencia,femenino,1960
Marisela Santibáñez,Cultura & Ciencia,femenino,1975
Soledad Onetto,Cultura & Ciencia,femenino,1976
Javiera Suárez,Cultura & Ciencia,femenino,1982
Valeria Ortega,Cultura & Ciencia,femenino,1986
Antonia Orellana,Cultura & Ciencia,femenino,1989
Togo Bascuñán,Deporte,masculino,1905
Carlos Opazo Aparicio,Deporte,masculino,1901
Christian Durán,Deporte,masculino,1901
Hugo Herrera Gaete,Deporte,masculino,1901
Iván Contreras,Deporte,masculino,1901
José Garcés Aniñir,Deporte,masculino,1901
Lorenzo Varoli,Deporte,masculino,1901
Néstor Fredes,Deporte,masculino,1901
Orlando Santis,Deporte,masculino,1901
Pablo Leal,Deporte,masculino,1901
Humberto Moreno,Deporte,masculino,1903
Santiago Urrutia,Deporte,masculino,1908
Anita Lizana,Deporte,femenino,1915
Berna Carrasco,Deporte,femenino,1914
Tomás Ojeda,Deporte,masculino,1910
Matilde Brandau,Política,femenino,1879
Amelia Herrera,Política,femenino,1950
María Soledad Cisternas,Política,femenino,1959
Marisol Peña Torres,Política,femenino,1960
Ana Lya Uriarte,Política,femenino,1962
María Loreto Silva,Política,femenino,1964
Jeannette Jara,Política,femenino,1974
Paola Tapia,Política,femenino,1975
Rosa Catrileo,Política,femenino,1981
Gael Yeomans,Política,femenino,1988
Camila Musante,Política,femenino,1990
Catalina Pérez Salinas,Política,femenino,1990
María Teresa del Canto,Cultura & Ciencia,femenino,1898
Ana Itelman,Cultura & Ciencia,femenino,1927
Paula Jaraquemada,Otro,femenino,1768
Cecilia  Magni Camino,Otro,femenino,1956
Carla Cordua,Cultura & Ciencia,femenino,1925
Adriana Valdés,Cultura & Ciencia,femenino,1943
María Catrileo,Cultura & Ciencia,femenino,1944
Mariana Aylwin Oyarzún,Cultura & Ciencia,femenino,1949
Olga Bianchi,Otro,femenino,1924
Violeta Zúñiga,Otro,femenino,1933
María Mercedes Fontecilla Valdivieso,Política,femenino,1799
Sara del Campo Yávar,Política,femenino,1855
Teresa Flores,Política,femenino,1890
Ramona Parra,Política,femenino,1926
Virginia Reginato,Política,femenino,1939
Clemira Pacheco Rivas,Política,femenino,1961
Fernanda Villegas,Política,femenino,1963
Lily Pérez,Política,femenino,1963
Isabel Plá,Política,femenino,1964
Teresa Núñez,Política,femenino,1965
Lidia González,Política,femenino,1967
Emilia Nuyado,Política,femenino,1968
Morín Contreras,Política,femenino,1971
Marcela Sabat,Política,femenino,1981
Fabiola Campillai,Política,femenino,1983
Macarena Valdés,Política,femenino,1983
Elisa Giustinianovich,Política,femenino,1984
Macarena Ripamonti,Política,femenino,1991
Maipina de la Barra,Cultura & Ciencia,femenino,1834
Amelia Solar de Claro,Cultura & Ciencia,femenino,1836
Elisa Berroeta,Cultura & Ciencia,femenino,1850
Martina Barros Borgoño,Cultura & Ciencia,femenino,1850
Emiliana Concha de Ossa,Cultura & Ciencia,femenino,1862
María Mercedes Vial,Cultura & Ciencia,femenino,1863
María Pfaetterer-Hellstern,Cultura & Ciencia,femenino,1875
Lidia Berroeta,Cultura & Ciencia,femenino,1880
Vera Zouroff,Cultura & Ciencia,femenino,1880
Elvira Santa Cruz Ossa,Cultura & Ciencia,femenino,1886
Sara Hübner de Fresno,Cultura & Ciencia,femenino,1888
Blanca Pozas,Cultura & Ciencia,femenino,1893
María Flora Yáñez,Cultura & Ciencia,femenino,1898
Henriette Morvan,Cultura & Ciencia,femenino,1900
Luz de Viana,Cultura & Ciencia,femenino,1900
Loreto Valenzuela,Cultura & Ciencia,femenino,1901
Elsa del Campillo,Cultura & Ciencia,femenino,1912
Mireya Véliz,Cultura & Ciencia,femenino,1915
Nieves Yankovic,Cultura & Ciencia,femenino,1916
Rayén Quitral,Cultura & Ciencia,femenino,1916
Emperatriz Carvajal,Cultura & Ciencia,femenino,1917
Gabriela Roepke,Cultura & Ciencia,femenino,1920
Elena Aldunate,Cultura & Ciencia,femenino,1925
Yolanda Montecinos,Cultura & Ciencia,femenino,1927
Helvecia Viera,Cultura & Ciencia,femenino,1928
María Eugenia del Valle de Siles,Cultura & Ciencia,femenino,1928
Graciela Bon,Cultura & Ciencia,femenino,1930
Ana Vásquez-Bronfman,Cultura & Ciencia,femenino,1931
Delia Domínguez,Cultura & Ciencia,femenino,1931
Paz Irarrázabal,Cultura & Ciencia,femenino,1931
Mariana Callejas,Cultura & Ciencia,femenino,1932
María Elena Gertner,Cultura & Ciencia,femenino,1932
Orietta Escámez,Cultura & Ciencia,femenino,1938
Ruth Baltra Moreno,Cultura & Ciencia,femenino,1938
Gabriela Hernández,Cultura & Ciencia,femenino,1939
Silvia Santelices,Cultura & Ciencia,femenino,1940
Carmen Beuchat,Cultura & Ciencia,femenino,1941
Gabriela Velasco,Cultura & Ciencia,femenino,1941
Gladys del Río,Cultura & Ciencia,femenino,1941
Virginia Errázuriz,Cultura & Ciencia,femenino,1941
Ginette Acevedo,Cultura & Ciencia,femenino,1942
María Luisa Cordero,Cultura & Ciencia,femenino,1943
Patricia Guzmán,Cultura & Ciencia,femenino,1944
Carmen Brito,Cultura & Ciencia,femenino,1947
Cristina Pizarro,Cultura & Ciencia,femenino,1947
Gloria Simonetti,Cultura & Ciencia,femenino,1948
Victoria Vergara,Cultura & Ciencia,femenino,1948
Patricia Stambuk,Cultura & Ciencia,femenino,1951
Shlomit Baytelman,Cultura & Ciencia,femenino,1951
Francisca Sutil,Cultura & Ciencia,femenino,1952
Guadalupe Santa Cruz,Cultura & Ciencia,femenino,1952
Patricia Politzer,Cultura & Ciencia,femenino,1952
Sybil Brintrup,Cultura & Ciencia,femenino,1954
Federica Matta,Cultura & Ciencia,femenino,1955
Rebeca Ghigliotto,Cultura & Ciencia,femenino,1955
Tita Parra,Cultura & Ciencia,femenino,1956
Alicia Villarreal,Cultura & Ciencia,femenino,1957
Maricarmen Arrigorriaga,Cultura & Ciencia,femenino,1957
Kena Lorenzini,Cultura & Ciencia,femenino,1959
Laila Havilio,Cultura & Ciencia,femenino,1960
Rosabetty Muñoz,Cultura & Ciencia,femenino,1960
Viviana Nunes Mayol,Cultura & Ciencia,femenino,1962
Adriana Zuanic,Cultura & Ciencia,femenino,1963
Carolina Marzán,Cultura & Ciencia,femenino,1963
Ximena Rivas,Cultura & Ciencia,femenino,1963
Carmina Riego,Cultura & Ciencia,femenino,1964
Vanessa Miller,Cultura & Ciencia,femenino,1965
Ana María Gazmuri,Cultura & Ciencia,femenino,1966
Elvira López,Cultura & Ciencia,femenino,1966
Ximena Zomosa,Cultura & Ciencia,femenino,1966
Malú Urriola,Cultura & Ciencia,femenino,1967
Claudia Burr,Cultura & Ciencia,femenino,1968
Claudia Miranda,Cultura & Ciencia,femenino,1968
Marcela Trujillo,Cultura & Ciencia,femenino,1969
Macarena Aguiló,Cultura & Ciencia,femenino,1971
Leona Vidal Roberts,Cultura & Ciencia,femenino,1972
Berta Lasala,Cultura & Ciencia,femenino,1972
Savka Pollak,Cultura & Ciencia,femenino,1973
Renata Bravo,Cultura & Ciencia,femenino,1974
Javiera Parada,Cultura & Ciencia,femenino,1974
Julia Antivilo,Cultura & Ciencia,femenino,1974
Macarena Ramis,Cultura & Ciencia,femenino,1975
Elvira Cristi,Cultura & Ciencia,femenino,1976
Gloria Dünkler,Cultura & Ciencia,femenino,1977
Carolina Parsons,Cultura & Ciencia,femenino,1978
Christianne Balmelli,Cultura & Ciencia,femenino,1978
Claudia Apablaza,Cultura & Ciencia,femenino,1978
natalia contesse,Cultura & Ciencia,femenino,1978
Catherine Mazoyer,Cultura & Ciencia,femenino,1979
Jennifer Mayani,Cultura & Ciencia,femenino,1979
Natalia Valdebenito,Cultura & Ciencia,femenino,1979
Adela Secall,Cultura & Ciencia,femenino,1980
Paola Lattus,Cultura & Ciencia,femenino,1980
Pamela Le Roy,Cultura & Ciencia,femenino,1981
Begoña Basauri,Cultura & Ciencia,femenino,1982
Lucy Cominetti,Cultura & Ciencia,femenino,1982
Belén Montilla,Cultura & Ciencia,femenino,1983
Carolina Soto,Cultura & Ciencia,femenino,1983
Carla Jara,Cultura & Ciencia,femenino,1984
Monserrat Torrent,Cultura & Ciencia,femenino,1985
Carolina Arredondo,Cultura & Ciencia,femenino,1986
Monserrat Prats,Cultura & Ciencia,femenino,1986
Tomasa del Real,Cultura & Ciencia,femenino,1986
Arelis Uribe,Cultura & Ciencia,femenino,1987
María Paz Jorquiera,Cultura & Ciencia,femenino,1987
Montserrat Martorell,Cultura & Ciencia,femenino,1988
Soledad Vélez,Cultura & Ciencia,femenino,1988
Carolina Vargas,Cultura & Ciencia,femenino,1990
Dominique Gallego,Cultura & Ciencia,femenino,1990
Ingrid Aceitón Hormazabal,Cultura & Ciencia,femenino,1993
Princesa Alba,Cultura & Ciencia,femenino,1997
Blanca Santa Cruz Ossa,Cultura & Ciencia,femenino,1886
Gabriela González,Cultura & Ciencia,femenino,1918
Myriam Waisberg,Cultura & Ciencia,femenino,1919
María Elena Carrera,Cultura & Ciencia,femenino,1929
Patricia Matte,Cultura & Ciencia,femenino,1943
Consuelo Valdés,Cultura & Ciencia,femenino,1948
Soledad Bianchi,Cultura & Ciencia,femenino,1948
Pilar Armanet,Cultura & Ciencia,femenino,1950
Claudia Serrano,Cultura & Ciencia,femenino,1957
Nora Barrientos Cárdenas,Cultura & Ciencia,femenino,1960
Paula Frías Allende,Cultura & Ciencia,femenino,1963
María Begoña Yarza,Cultura & Ciencia,femenino,1964
Alejandra Sepúlveda,Cultura & Ciencia,femenino,1965
Alicia Eugenia Marticorena Garri,Cultura & Ciencia,femenino,1966
Verónica Vallejos,Cultura & Ciencia,femenino,1967
Susana Jiménez Schuster,Cultura & Ciencia,femenino,1969
Loreto Seguel,Cultura & Ciencia,femenino,1976
Carol Peña Hernández,Cultura & Ciencia,femenino,1977
Millarca Valenzuela,Cultura & Ciencia,femenino,1977
Raffaella di Girolamo,Cultura & Ciencia,femenino,1978
Judith Pardo,Cultura & Ciencia,femenino,1982
Carla Amtmann,Cultura & Ciencia,femenino,1987
Silvia Díaz,Cultura & Ciencia,femenino,1987
Alondra Carrillo,Cultura & Ciencia,femenino,1992
Teresa Paneque,Cultura & Ciencia,femenino,1997
Valentina Muñoz,Cultura & Ciencia,femenino,2002
Blanca Tejos Muñoz,Cultura & Ciencia,femenino,1901
Carmen Puelma,Cultura & Ciencia,femenino,1933
Gloria Naveillán,Cultura & Ciencia,femenino,1960
Alejandra Pérez,Cultura & Ciencia,femenino,1963
Pauline Kantor,Cultura & Ciencia,femenino,1964
Carmen Gloria Arroyo,Cultura & Ciencia,femenino,1965
Vivi Kreutzberger,Cultura & Ciencia,femenino,1965
Carmen Gloria López,Cultura & Ciencia,femenino,1966
Monserrat Álvarez,Cultura & Ciencia,femenino,1968
Consuelo Saavedra,Cultura & Ciencia,femenino,1970
Jennifer Warner,Cultura & Ciencia,femenino,1972
Karla Constant,Cultura & Ciencia,femenino,1972
Constanza Santa María,Cultura & Ciencia,femenino,1973
Lucía López,Cultura & Ciencia,femenino,1973
Macarena Pizarro,Cultura & Ciencia,femenino,1973
Marcela Sandoval,Cultura & Ciencia,femenino,1974
Alejandra Valle,Cultura & Ciencia,femenino,1975
Fernanda Hansen,Cultura & Ciencia,femenino,1979
Marlén Eguiguren,Cultura & Ciencia,femenino,1979
Rayén Araya,Cultura & Ciencia,femenino,1981
Camila Espinoza,Cultura & Ciencia,femenino,1993
Óscar Cristi,Deporte,masculino,1916
Raúl Toro Julio,Deporte,masculino,1911
Segundo Castillo Varela,Deporte,masculino,1913
Alberto Buccicardi,Deporte,masculino,1914
Ricardo Echeverría,Deporte,masculino,1918
Arturo Godoy,Deporte,masculino,1911
Alfonso Domínguez,Deporte,masculino,1916
Alberto Larraguibel,Deporte,masculino,1919
Rodrigo Flores Álvarez,Deporte,masculino,1913
Higinio Ortúzar,Deporte,masculino,1915
René Letelier,Deporte,masculino,1915
Ulises Ramos,Deporte,masculino,1919
Enrique Sorrel,Deporte,masculino,1912
Juan Reccius,Deporte,masculino,1911
Santiago Salfate,Deporte,masculino,1916
Armando Contreras Reyes,Deporte,masculino,1919
Iván Mayo,Deporte,masculino,1910
Eduardo Schneeberger,Deporte,masculino,1911
Walter Ader,Deporte,masculino,1912
Freddy Wood,Deporte,masculino,1917
Guillermo Fuenzalida,Deporte,masculino,1918
Ascanio Cortés,Deporte,masculino,1914
Tomás Rojas,Deporte,masculino,1914
Eduardo Simian,Deporte,masculino,1915
Luz Ebensperger,Política,femenino,1964
Marisol Turres,Política,femenino,1964
Paulina Vodanovic Rojas,Política,femenino,1971
Ximena Chong,Política,femenino,1971
Javiera Blanco,Política,femenino,1972
Loreto Carvajal,Política,femenino,1973
Marcela Riquelme,Política,femenino,1973
Elisa Rojas,Política,femenino,1979
Aisén Etcheverry,Política,femenino,1980
Jeniffer Mella,Política,femenino,1981
Paulina Núñez Urrutia,Política,femenino,1982
Javiera Morales,Política,femenino,1983
Bárbara Sepúlveda,Política,femenino,1985
Ericka Portilla Barrios,Política,femenino,1985
Constanza Hube,Política,femenino,1987
Beatriz Hevia,Política,femenino,1992
Aída Parada,Cultura & Ciencia,femenino,1903
Flora Sanhueza,Cultura & Ciencia,femenino,1911
Marta Ugarte,Cultura & Ciencia,femenino,1934
Marta Salgado,Cultura & Ciencia,femenino,1947
Cecilia Pérez Díaz,Cultura & Ciencia,femenino,1966
Giliana Balmaceda,Otro,femenino,1910
Eugenia Garrido,Cultura & Ciencia,femenino,1933
Alicia Galaz,Cultura & Ciencia,femenino,1936
Carolina Cuevas Merino,Otro,femenino,1966
Catalina del Real,Otro,femenino,1968
Juana Ross Edwards,Otro,femenino,1830
María Rivera Urquieta,Otro,femenino,1894
Paulina Saball,Otro,femenino,1952
Marigen Hornkohl,Otro,femenino,1953
Virginia Demaria,Otro,femenino,1980
María del Carmen Sotomayor Elzo,Política,femenino,1780
Teresa Larraín,Política,femenino,1785
Juana Aguirre Luco,Política,femenino,1877
Carmen Romo Sepúlveda,Política,femenino,1901
Silvia Alessandri,Política,femenino,1927
Wilna Saavedra,Política,femenino,1930
Laura Soto,Política,femenino,1931
Myrta Dubost,Política,femenino,1940
María Antonieta Saa,Política,femenino,1943
Claudina Núñez,Política,femenino,1953
María Rozas,Política,femenino,1955
Nora Cuevas,Política,femenino,1959
Esperanza Silva,Política,femenino,1960
Rebeca Cofré,Política,femenino,1962
Ximena Ossandón,Política,femenino,1963
Alejandra Bravo Hidalgo,Política,femenino,1964
Claudia Pizarro,Política,femenino,1964
Marta Isasi,Política,femenino,1966
Isabel Godoy,Política,femenino,1967
Roxana Miranda,Política,femenino,1967
Claudia Mix,Política,femenino,1969
Claudia Hurtado Espinoza,Política,femenino,1971
Joanna Pérez,Política,femenino,1976
Aracely Leuquén Uribe,Política,femenino,1980
Karen Rojo,Política,femenino,1980
Tatiana Urrutia,Política,femenino,1982
Emilia Ríos,Política,femenino,1988
Jacqueline,Cultura & Ciencia,femenino,1789
Carmen Arriagada,Cultura & Ciencia,femenino,1807
Quiteria Varas Marín,Cultura & Ciencia,femenino,1838
Josefina Filomeno de Salcedo,Cultura & Ciencia,femenino,1852
Nicolasa Montt de Marambio,Cultura & Ciencia,femenino,1857
Gabriela Bussenius,Cultura & Ciencia,femenino,1887
Elena Moreno,Cultura & Ciencia,femenino,1892
Blanca Merino,Cultura & Ciencia,femenino,1893
Celia Leyton,Cultura & Ciencia,femenino,1895
Elsa Raccanelli,Cultura & Ciencia,femenino,1900
Nadia Milton,Cultura & Ciencia,femenino,1901
Carmen Marai,Cultura & Ciencia,femenino,1901
Constanza Silva,Cultura & Ciencia,femenino,1901
Neddiel Muñoz Millalonco,Cultura & Ciencia,femenino,1901
Patricia Irribarra,Cultura & Ciencia,femenino,1901
Chela Reyes,Cultura & Ciencia,femenino,1904
María Isabel Peralta,Cultura & Ciencia,femenino,1904
Hilda García Ossandón,Cultura & Ciencia,femenino,1907
Graciela Lira,Cultura & Ciencia,femenino,1909
Cora Díaz,Cultura & Ciencia,femenino,1910
Mila Oyarzún,Cultura & Ciencia,femenino,1912
María Elvira Piwonka,Cultura & Ciencia,femenino,1913
Stella Corvalán,Cultura & Ciencia,femenino,1913
Fedora Aberastury,Cultura & Ciencia,femenino,1914
María Cristina Menares,Cultura & Ciencia,femenino,1914
Hilda Parra,Cultura & Ciencia,femenino,1916
Sara Guasch,Cultura & Ciencia,femenino,1918
Teresa Hamel,Cultura & Ciencia,femenino,1918
Malucha Solari,Cultura & Ciencia,femenino,1920
María Mohor,Cultura & Ciencia,femenino,1920
Ximena Cristi,Cultura & Ciencia,femenino,1920
Luz Donoso,Cultura & Ciencia,femenino,1921
María Martner,Cultura & Ciencia,femenino,1921
Raquel Señoret,Cultura & Ciencia,femenino,1922
Silvia Piñeiro,Cultura & Ciencia,femenino,1922
Silvia Infantas,Cultura & Ciencia,femenino,1923
Sylvia Soublette,Cultura & Ciencia,femenino,1923
Amanda Altamirano Guerrero,Cultura & Ciencia,femenino,1925
Marilyn Bronfman,Cultura & Ciencia,femenino,1926
Stella Díaz Varín,Cultura & Ciencia,femenino,1926
Raquel Jodorowsky,Cultura & Ciencia,femenino,1927
Sonia von Schrebler,Cultura & Ciencia,femenino,1929
Elisa Serrana,Cultura & Ciencia,femenino,1930
Myriam von Schrebler,Cultura & Ciencia,femenino,1930
Paz Undurraga,Cultura & Ciencia,femenino,1930
Mabel Condemarín,Cultura & Ciencia,femenino,1931
Mireya Larenas,Cultura & Ciencia,femenino,1932
Nelly Alarcón,Cultura & Ciencia,femenino,1934
Grimanesa Jiménez,Cultura & Ciencia,femenino,1937
Marta Blanco,Cultura & Ciencia,femenino,1938
Nelly Lemus,Cultura & Ciencia,femenino,1938
Valentina Cruz,Cultura & Ciencia,femenino,1938
Lucy Lafuente,Cultura & Ciencia,femenino,1939
Myriam Aguirre,Cultura & Ciencia,femenino,1939
Patricia Israel,Cultura & Ciencia,femenino,1939
Paty Cofré,Cultura & Ciencia,femenino,1939
Carmen Aldunate,Cultura & Ciencia,femenino,1940
Gloria Camiruaga,Cultura & Ciencia,femenino,1940
Coca Rudolphy,Cultura & Ciencia,femenino,1943
Lucía Guerra,Cultura & Ciencia,femenino,1943
Alejandra Basualto,Cultura & Ciencia,femenino,1944
Heddy Navarro Harris,Cultura & Ciencia,femenino,1944
Olga Grau,Cultura & Ciencia,femenino,1945
Ana María Güiraldes,Cultura & Ciencia,femenino,1946
Aura Castro,Cultura & Ciencia,femenino,1946
María Isabel Tenhamm,Cultura & Ciencia,femenino,1946
Gloria Benavides,Cultura & Ciencia,femenino,1948
Mane Nett,Cultura & Ciencia,femenino,1948
Faride Zerán,Cultura & Ciencia,femenino,1949
Mónica Carrasco,Cultura & Ciencia,femenino,1949
Charo Cofré,Cultura & Ciencia,femenino,1950
Margarita Serrano,Cultura & Ciencia,femenino,1950
María Elena Duvauchelle,Cultura & Ciencia,femenino,1950
Elsa Poblete,Cultura & Ciencia,femenino,1952
Rosa Ramírez,Cultura & Ciencia,femenino,1953
Cecilia Cucurella,Cultura & Ciencia,femenino,1955
Teresa Calderón,Cultura & Ciencia,femenino,1955
Beatriz Aurora,Cultura & Ciencia,femenino,1956
Isabel Torres Dujisin,Cultura & Ciencia,femenino,1956
Coco Piérart,Cultura & Ciencia,femenino,1957
Carmen Disa Gutiérrez,Cultura & Ciencia,femenino,1959
Cecilia Serrano,Cultura & Ciencia,femenino,1959
Cuca Navarro,Cultura & Ciencia,femenino,1959
Carolina Yrarrázabal,Cultura & Ciencia,femenino,1960
Paulina Hunt,Cultura & Ciencia,femenino,1960
Magdalena Max-Neef,Cultura & Ciencia,femenino,1961
