"","person","genero","politico","agno_nacimiento"
"631","Fernanda Villegas","femenino",1,1963
"632","Lily Pérez","femenino",1,1963
"633","Isabel Plá","femenino",1,1964
"634","Teresa Núñez","femenino",1,1965
"635","Lidia González","femenino",1,1967
"636","Emilia Nuyado","femenino",1,1968
"637","Morín Contreras","femenino",1,1971
"638","Marcela Sabat","femenino",1,1981
"639","Fabiola Campillai","femenino",1,1983
"640","Macarena Valdés","femenino",0,1983
"641","Elisa Giustinianovich","femenino",1,1984
"642","Macarena Ripamonti","femenino",1,1991
"643","Maipina de la Barra","femenino",0,1834
"644","Amelia Solar de Claro","femenino",0,1836
"645","Elisa Berroeta","femenino",0,1850
"646","Martina Barros Borgoño","femenino",0,1850
"647","Emiliana Concha de Ossa","femenino",0,1862
"648","María Mercedes Vial","femenino",0,1863
"649","María Pfaetterer-Hellstern","femenino",0,1875
"650","Lidia Berroeta","femenino",0,1880
"651","Vera Zouroff","femenino",0,1880
"652","Elvira Santa Cruz Ossa","femenino",0,1886
"653","Sara Hübner de Fresno","femenino",0,1888
"654","Blanca Pozas","femenino",0,1893
"655","María Flora Yáñez","femenino",0,1898
"656","Henriette Morvan","femenino",0,1900
"657","Luz de Viana","femenino",0,1900
"658","Loreto Valenzuela","femenino",0,1901
"659","Elsa del Campillo","femenino",0,1912
"660","Mireya Véliz","femenino",0,1915
"661","Nieves Yankovic","femenino",0,1916
"662","Rayén Quitral","femenino",0,1916
"663","Emperatriz Carvajal","femenino",0,1917
"664","Gabriela Roepke","femenino",0,1920
"665","Elena Aldunate","femenino",0,1925
"666","Yolanda Montecinos","femenino",0,1927
"667","Helvecia Viera","femenino",0,1928
"668","María Eugenia del Valle de Siles","femenino",0,1928
"669","Graciela Bon","femenino",0,1930
"670","Ana Vásquez-Bronfman","femenino",0,1931
"671","Delia Domínguez","femenino",0,1931
"672","Paz Irarrázabal","femenino",0,1931
"673","Mariana Callejas","femenino",0,1932
"674","María Elena Gertner","femenino",0,1932
"675","Orietta Escámez","femenino",0,1938
"676","Ruth Baltra Moreno","femenino",0,1938
"677","Gabriela Hernández","femenino",0,1939
"678","Silvia Santelices","femenino",0,1940
"679","Carmen Beuchat","femenino",0,1941
"680","Gabriela Velasco","femenino",0,1941
"681","Gladys del Río","femenino",0,1941
"682","Virginia Errázuriz","femenino",0,1941
"683","Ginette Acevedo","femenino",0,1942
"684","María Luisa Cordero","femenino",1,1943
"685","Patricia Guzmán","femenino",0,1944
"686","Carmen Brito","femenino",0,1947
"687","Cristina Pizarro","femenino",0,1947
"688","Gloria Simonetti","femenino",0,1948
"689","Victoria Vergara","femenino",0,1948
"690","Patricia Stambuk","femenino",0,1951
"691","Shlomit Baytelman","femenino",0,1951
"692","Francisca Sutil","femenino",0,1952
"693","Guadalupe Santa Cruz","femenino",0,1952
"694","Patricia Politzer","femenino",0,1952
"695","Sybil Brintrup","femenino",0,1954
"696","Federica Matta","femenino",0,1955
"697","Rebeca Ghigliotto","femenino",0,1955
"698","Tita Parra","femenino",0,1956
"699","Alicia Villarreal","femenino",0,1957
"700","Maricarmen Arrigorriaga","femenino",0,1957
"701","Kena Lorenzini","femenino",0,1959
"702","Laila Havilio","femenino",0,1960
"703","Rosabetty Muñoz","femenino",0,1960
"704","Viviana Nunes Mayol","femenino",0,1962
"705","Adriana Zuanic","femenino",0,1963
"706","Carolina Marzán","femenino",1,1963
"707","Ximena Rivas","femenino",0,1963
"708","Carmina Riego","femenino",0,1964
"709","Vanessa Miller","femenino",0,1965
"710","Ana María Gazmuri","femenino",1,1966
"711","Elvira López","femenino",0,1966
"712","Ximena Zomosa","femenino",0,1966
"713","Malú Urriola","femenino",0,1967
"714","Claudia Burr","femenino",0,1968
"715","Claudia Miranda","femenino",0,1968
"716","Marcela Trujillo","femenino",0,1969
"717","Macarena Aguiló","femenino",0,1971
"718","Leona Vidal Roberts","femenino",0,1972
"719","Berta Lasala","femenino",0,1972
"720","Savka Pollak","femenino",0,1973
"721","Renata Bravo","femenino",0,1974
"722","Javiera Parada","femenino",1,1974
"723","Julia Antivilo","femenino",0,1974
"724","Macarena Ramis","femenino",0,1975
"725","Elvira Cristi","femenino",0,1976
"726","Gloria Dünkler","femenino",0,1977
"727","Carolina Parsons","femenino",0,1978
"728","Christianne Balmelli","femenino",0,1978
"729","Claudia Apablaza","femenino",0,1978
"730","natalia contesse","femenino",0,1978
"731","Catherine Mazoyer","femenino",0,1979
"732","Jennifer Mayani","femenino",0,1979
"733","Natalia Valdebenito","femenino",0,1979
"734","Adela Secall","femenino",0,1980
"735","Paola Lattus","femenino",0,1980
"736","Pamela Le Roy","femenino",0,1981
"737","Begoña Basauri","femenino",0,1982
"738","Lucy Cominetti","femenino",0,1982
"739","Belén Montilla","femenino",0,1983
"740","Carolina Soto","femenino",0,1983
"741","Carla Jara","femenino",0,1984
"742","Monserrat Torrent","femenino",0,1985
"743","Carolina Arredondo","femenino",0,1986
"744","Monserrat Prats","femenino",0,1986
"745","Tomasa del Real","femenino",0,1986
"746","Arelis Uribe","femenino",0,1987
"747","María Paz Jorquiera","femenino",0,1987
"748","Montserrat Martorell","femenino",0,1988
"749","Soledad Vélez","femenino",0,1988
"750","Carolina Vargas","femenino",0,1990
"751","Dominique Gallego","femenino",0,1990
"752","Ingrid Aceitón Hormazabal","femenino",0,1993
"753","Princesa Alba","femenino",0,1997
"754","Blanca Santa Cruz Ossa","femenino",0,1886
"755","Gabriela González","femenino",0,1918
"756","Myriam Waisberg","femenino",0,1919
"757","María Elena Carrera","femenino",1,1929
"758","Patricia Matte","femenino",0,1943
"759","Consuelo Valdés","femenino",0,1948
"760","Soledad Bianchi","femenino",0,1948
"761","Pilar Armanet","femenino",1,1950
"762","Claudia Serrano","femenino",0,1957
"763","Nora Barrientos Cárdenas","femenino",1,1960
"764","Paula Frías Allende","femenino",0,1963
"765","María Begoña Yarza","femenino",1,1964
"766","Alejandra Sepúlveda","femenino",1,1965
"767","Alicia Eugenia Marticorena Garri","femenino",0,1966
"768","Verónica Vallejos","femenino",0,1967
"769","Susana Jiménez Schuster","femenino",0,1969
"770","Loreto Seguel","femenino",0,1976
"771","Carol Peña Hernández","femenino",0,1977
"772","Millarca Valenzuela","femenino",0,1977
"773","Raffaella di Girolamo","femenino",0,1978
"774","Judith Pardo","femenino",0,1982
"775","Carla Amtmann","femenino",1,1987
"776","Silvia Díaz","femenino",0,1987
"777","Alondra Carrillo","femenino",1,1992
"778","Teresa Paneque","femenino",0,1997
"779","Valentina Muñoz","femenino",0,2002
"780","Blanca Tejos Muñoz","femenino",0,1901
"781","Carmen Puelma","femenino",0,1933
"782","Gloria Naveillán","femenino",0,1960
"783","Alejandra Pérez","femenino",1,1963
"784","Pauline Kantor","femenino",0,1964
"785","Carmen Gloria Arroyo","femenino",0,1965
"786","Vivi Kreutzberger","femenino",0,1965
"787","Carmen Gloria López","femenino",0,1966
"788","Monserrat Álvarez","femenino",0,1968
"789","Consuelo Saavedra","femenino",0,1970
"790","Jennifer Warner","femenino",0,1972
"791","Karla Constant","femenino",0,1972
"792","Constanza Santa María","femenino",0,1973
"793","Lucía López","femenino",0,1973
"794","Macarena Pizarro","femenino",0,1973
"795","Marcela Sandoval","femenino",1,1974
"796","Alejandra Valle","femenino",1,1975
"797","Fernanda Hansen","femenino",0,1979
"798","Marlén Eguiguren","femenino",0,1979
"799","Rayén Araya","femenino",0,1981
"800","Camila Espinoza","femenino",0,1993
"801","Óscar Cristi","masculino",0,1916
"802","Raúl Toro Julio","masculino",0,1911
"803","Segundo Castillo Varela","masculino",0,1913
"804","Alberto Buccicardi","masculino",0,1914
"805","Ricardo Echeverría","masculino",0,1918
"806","Arturo Godoy","masculino",0,1911
"807","Alfonso Domínguez","masculino",0,1916
"808","Alberto Larraguibel","masculino",0,1919
"809","Rodrigo Flores Álvarez","masculino",0,1913
"810","Higinio Ortúzar","masculino",0,1915
"811","René Letelier","masculino",0,1915
"812","Ulises Ramos","masculino",0,1919
"813","Enrique Sorrel","masculino",0,1912
"814","Juan Reccius","masculino",0,1911
"815","Santiago Salfate","masculino",0,1916
"816","Armando Contreras Reyes","masculino",0,1919
"817","Iván Mayo","masculino",0,1910
"818","Eduardo Schneeberger","masculino",0,1911
"819","Walter Ader","masculino",0,1912
"820","Freddy Wood","masculino",0,1917
"821","Guillermo Fuenzalida","masculino",0,1918
"822","Ascanio Cortés","masculino",0,1914
"823","Tomás Rojas","masculino",0,1914
"824","Eduardo Simian","masculino",1,1915
"825","Luz Ebensperger","femenino",1,1964
"826","Marisol Turres","femenino",1,1964
"827","Paulina Vodanovic Rojas","femenino",1,1971
"828","Ximena Chong","femenino",0,1971
"829","Javiera Blanco","femenino",1,1972
"830","Loreto Carvajal","femenino",1,1973
"831","Marcela Riquelme","femenino",0,1973
"832","Elisa Rojas","femenino",0,1979
"833","Aisén Etcheverry","femenino",1,1980
"834","Jeniffer Mella","femenino",1,1981
"835","Paulina Núñez Urrutia","femenino",1,1982
"836","Javiera Morales","femenino",1,1983
"837","Bárbara Sepúlveda","femenino",0,1985
"838","Ericka Portilla Barrios","femenino",1,1985
"839","Constanza Hube","femenino",0,1987
"840","Beatriz Hevia","femenino",1,1992
"841","Aída Parada","femenino",0,1903
"842","Flora Sanhueza","femenino",0,1911
"843","Marta Ugarte","femenino",0,1934
"844","Marta Salgado","femenino",0,1947
"845","Cecilia Pérez Díaz","femenino",1,1966
"846","Giliana Balmaceda","femenino",0,1910
"847","Eugenia Garrido","femenino",1,1933
"848","Alicia Galaz","femenino",0,1936
"849","Carolina Cuevas Merino","femenino",1,1966
"850","Catalina del Real","femenino",1,1968
"851","Juana Ross Edwards","femenino",0,1830
"852","María Rivera Urquieta","femenino",0,1894
"853","Paulina Saball","femenino",0,1952
"854","Marigen Hornkohl","femenino",1,1953
"855","Virginia Demaria","femenino",0,1980
"856","María del Carmen Sotomayor Elzo","femenino",1,1780
"857","Teresa Larraín","femenino",1,1785
"858","Juana Aguirre Luco","femenino",1,1877
"859","Carmen Romo Sepúlveda","femenino",1,1901
"860","Silvia Alessandri","femenino",1,1927
"861","Wilna Saavedra","femenino",1,1930
"862","Laura Soto","femenino",1,1931
"863","Myrta Dubost","femenino",1,1940
"864","María Antonieta Saa","femenino",1,1943
"865","Claudina Núñez","femenino",1,1953
"866","María Rozas","femenino",1,1955
"867","Nora Cuevas","femenino",1,1959
"868","Esperanza Silva","femenino",0,1960
"869","Rebeca Cofré","femenino",1,1962
"870","Ximena Ossandón","femenino",1,1963
"871","Alejandra Bravo Hidalgo","femenino",1,1964
"872","Claudia Pizarro","femenino",1,1964
"873","Marta Isasi","femenino",1,1966
"874","Isabel Godoy","femenino",1,1967
"875","Roxana Miranda","femenino",1,1967
"876","Claudia Mix","femenino",1,1969
"877","Claudia Hurtado Espinoza","femenino",1,1971
"878","Joanna Pérez","femenino",1,1976
"879","Aracely Leuquén Uribe","femenino",1,1980
"880","Karen Rojo","femenino",1,1980
"881","Tatiana Urrutia","femenino",1,1982
"882","Emilia Ríos","femenino",1,1988
"883","Jacqueline","femenino",0,1789
"884","Carmen Arriagada","femenino",0,1807
"885","Quiteria Varas Marín","femenino",0,1838
"886","Josefina Filomeno de Salcedo","femenino",0,1852
"887","Nicolasa Montt de Marambio","femenino",0,1857
"888","Gabriela Bussenius","femenino",0,1887
"889","Elena Moreno","femenino",0,1892
"890","Blanca Merino","femenino",0,1893
"891","Celia Leyton","femenino",0,1895
"892","Elsa Raccanelli","femenino",0,1900
"893","Nadia Milton","femenino",0,1901
"894","Carmen Marai","femenino",0,1901
"895","Constanza Silva","femenino",0,1901
"896","Neddiel Muñoz Millalonco","femenino",0,1901
"897","Patricia Irribarra","femenino",0,1901
"898","Chela Reyes","femenino",0,1904
"899","María Isabel Peralta","femenino",0,1904
"900","Hilda García Ossandón","femenino",0,1907
"901","Graciela Lira","femenino",0,1909
"902","Cora Díaz","femenino",0,1910
"903","Mila Oyarzún","femenino",0,1912
"904","María Elvira Piwonka","femenino",0,1913
"905","Stella Corvalán","femenino",0,1913
"906","Fedora Aberastury","femenino",0,1914
"907","María Cristina Menares","femenino",0,1914
"908","Hilda Parra","femenino",0,1916
"909","Sara Guasch","femenino",0,1918
"910","Teresa Hamel","femenino",0,1918
"911","Malucha Solari","femenino",0,1920
"912","María Mohor","femenino",0,1920
"913","Ximena Cristi","femenino",0,1920
"914","Luz Donoso","femenino",1,1921
"915","María Martner","femenino",0,1921
"916","Raquel Señoret","femenino",0,1922
"917","Silvia Piñeiro","femenino",0,1922
"918","Silvia Infantas","femenino",0,1923
"919","Sylvia Soublette","femenino",0,1923
"920","Amanda Altamirano Guerrero","femenino",1,1925
"921","Marilyn Bronfman","femenino",0,1926
"922","Stella Díaz Varín","femenino",0,1926
"923","Raquel Jodorowsky","femenino",0,1927
"924","Sonia von Schrebler","femenino",0,1929
"925","Elisa Serrana","femenino",0,1930
"926","Myriam von Schrebler","femenino",0,1930
"927","Paz Undurraga","femenino",0,1930
"928","Mabel Condemarín","femenino",0,1931
"929","Mireya Larenas","femenino",0,1932
"930","Nelly Alarcón","femenino",0,1934
"931","Grimanesa Jiménez","femenino",0,1937
"932","Marta Blanco","femenino",0,1938
"933","Nelly Lemus","femenino",0,1938
"934","Valentina Cruz","femenino",0,1938
"935","Lucy Lafuente","femenino",0,1939
"936","Myriam Aguirre","femenino",0,1939
"937","Patricia Israel","femenino",0,1939
"938","Paty Cofré","femenino",0,1939
"939","Carmen Aldunate","femenino",0,1940
"940","Gloria Camiruaga","femenino",0,1940
"941","Coca Rudolphy","femenino",0,1943
"942","Lucía Guerra","femenino",0,1943
"943","Alejandra Basualto","femenino",0,1944
"944","Heddy Navarro Harris","femenino",0,1944
"945","Olga Grau","femenino",0,1945
"946","Ana María Güiraldes","femenino",0,1946
"947","Aura Castro","femenino",0,1946
"948","María Isabel Tenhamm","femenino",0,1946
"949","Gloria Benavides","femenino",0,1948
"950","Mane Nett","femenino",0,1948
"951","Faride Zerán","femenino",0,1949
"952","Mónica Carrasco","femenino",0,1949
"953","Charo Cofré","femenino",0,1950
"954","Margarita Serrano","femenino",0,1950
"955","María Elena Duvauchelle","femenino",0,1950
"956","Elsa Poblete","femenino",0,1952
"957","Rosa Ramírez","femenino",0,1953
"958","Cecilia Cucurella","femenino",0,1955
"959","Teresa Calderón","femenino",0,1955
"960","Beatriz Aurora","femenino",0,1956
"961","Isabel Torres Dujisin","femenino",0,1956
"962","Coco Piérart","femenino",0,1957
"963","Carmen Disa Gutiérrez","femenino",0,1959
"964","Cecilia Serrano","femenino",0,1959
"965","Cuca Navarro","femenino",0,1959
"966","Carolina Yrarrázabal","femenino",0,1960
"967","Paulina Hunt","femenino",0,1960
"968","Magdalena Max-Neef","femenino",0,1961
"969","Elena Muñoz","femenino",0,1962
"970","Silvia Cuevas Morales","femenino",0,1962
"971","Bruna Truffa","femenino",0,1963
"972","Josefina Guilisasti","femenino",0,1963
"973","Claudia Missana","femenino",0,1964
"974","Daniela Montecinos","femenino",0,1964
"975","Marcela Osorio","femenino",0,1964
"976","Paula Sharim","femenino",0,1966
"977","Pauline Le Roy","femenino",0,1966
"978","Uranía Haltenhoff","femenino",0,1967
"979","Natasha Pons","femenino",0,1968
"980","Andrea Hoffmann","femenino",0,1969
"981","Andrea Maturana","femenino",0,1969
"982","Lorena Villablanca","femenino",0,1969
"983","Mónica Bengoa","femenino",0,1969
"984","Rosita Parsons","femenino",0,1969
"985","Teresa Hales","femenino",0,1969
"986","Carolina Saquel","femenino",0,1970
"987","Daniella Castagno","femenino",0,1970
"988","Marcela Romagnoli","femenino",0,1970
"989","Katyna Huberman","femenino",0,1971
"990","Amaya Forch","femenino",0,1972
"991","Angélica Castro","femenino",0,1972
"992","Cecilia Brunson","femenino",0,1972
"993","Yuyuniz Navas","femenino",0,1972
"994","Araceli Vitta","femenino",0,1973
"995","Cinthia Santibáñez","femenino",0,1973
"996","Valentina Pollarolo","femenino",0,1973
"997","Claudia Pérez","femenino",0,1974
"998","Loreto Millalén","femenino",0,1974
"999","Marlen Olivari","femenino",0,1974
"1000","María Paz Grandjean","femenino",0,1974
"1001","Paola Troncoso","femenino",0,1974
"1002","Aranzazú Yankovic","femenino",0,1975
"1003","Carol Solar","femenino",0,1975
"1004","Jenny Cavallo","femenino",0,1975
"1005","Macarena Tondreau","femenino",0,1975
"1006","Victoria Foust","femenino",0,1975
"1007","Denisse Malebrán","femenino",0,1976
"1008","Melania Lynch","femenino",0,1976
"1009","Gabriela Rivera","femenino",0,1977
"1010","Constanza Michelson","femenino",0,1978
"1011","Daniela Jacques","femenino",0,1978
"1012","Lorena Bosch","femenino",0,1978
"1013","Ángela Prieto","femenino",0,1978
"1014","Daniela Lhorente","femenino",0,1979
"1015","Lorena Capetillo","femenino",0,1979
"1016","María José Bello","femenino",0,1979
"1017","Natalia Molina","femenino",0,1979
"1018","Mónica Rodríguez","femenino",0,1980
"1019","Noelia Arias","femenino",0,1980
"1020","Catalina Aguayo","femenino",0,1981
"1021","Catalina Vergara","femenino",0,1981
"1022","Fabiola Matte","femenino",0,1981
"1023","Isabel Bawlitza","femenino",0,1981
"1024","Mariel Mariel","femenino",0,1981
"1025","Yael Meyer","femenino",0,1981
"1026","Celine Reymond","femenino",0,1982
"1027","María José Navia","femenino",0,1982
"1028","Sofía García","femenino",0,1982
"1029","Alison Mandel","femenino",0,1983
"1030","Belén Mora","femenino",0,1983
"1031","Bernardita Zúñiga","femenino",0,1983
"1032","Emilia Noguera","femenino",0,1983
"1033","Ignacia Baeza","femenino",0,1983
"1034","Paloma Moreno","femenino",0,1983
"1035","Consuelo Schuster","femenino",0,1984
"1036","Daniela Palavecino","femenino",0,1984
"1037","Soledad Cruz Court","femenino",0,1984
"1038","Andrea García-Huidobro","femenino",0,1985
"1039","Camila Gutiérrez","femenino",0,1985
"1040","Caterina Nix","femenino",0,1985
"1041","Javiera Acevedo","femenino",0,1985
"1042","Marie Ann Salas","femenino",0,1985
"1043","Paz Court","femenino",0,1985
"1044","Valentina Muhr","femenino",0,1985
"1045","Isabel Fernández Ibarra","femenino",0,1986
"1046","K-Réena","femenino",0,1986
"1047","Karla Melo","femenino",0,1986
